CHR,START,STOP,GENE
Chr_05,21697391,21699756,Migut.05G143400.v3.1
Chr_05,21700263,21705395,Migut.05G143500.v3.1
Chr_05,21706959,21714596,Migut.05G143600.v3.1
Chr_05,21716433,21718178,Migut.05G143700.v3.1
Chr_05,21724969,21728520,Migut.05G143800.v3.1
Chr_05,21728735,21731173,Migut.05G143900.v3.1
Chr_05,21731338,21732539,Migut.05G144000.v3.1
Chr_05,21745165,21748995,Migut.05G144100.v3.1
Chr_05,21752010,21753623,Migut.05G144200.v3.1
Chr_06,27353,27814,Migut.06G000100.v3.1
Chr_06,27947,33627,Migut.06G000200.v3.1
Chr_06,33919,43185,Migut.06G000300.v3.1
Chr_06,52136,53501,Migut.06G000400.v3.1
Chr_06,53510,60553,Migut.06G000500.v3.1
Chr_06,60524,64505,Migut.06G000600.v3.1
Chr_06,64679,77334,Migut.06G000700.v3.1
Chr_06,78943,81389,Migut.06G000800.v3.1
Chr_06,82216,94341,Migut.06G000900.v3.1
Chr_06,94556,96551,Migut.06G001000.v3.1
Chr_06,96603,98374,Migut.06G001100.v3.1
Chr_06,100785,108632,Migut.06G001200.v3.1
Chr_06,108940,112731,Migut.06G001300.v3.1
Chr_06,112871,113816,Migut.06G001400.v3.1
Chr_06,113663,116018,Migut.06G001500.v3.1
Chr_06,117985,121759,Migut.06G001600.v3.1
Chr_06,121998,125309,Migut.06G001700.v3.1
Chr_06,125683,127912,Migut.06G001800.v3.1
Chr_06,137490,141489,Migut.06G001900.v3.1
Chr_06,141947,143110,Migut.06G002000.v3.1
Chr_06,143380,144823,Migut.06G002100.v3.1
Chr_06,144861,148104,Migut.06G002200.v3.1
Chr_06,148521,151763,Migut.06G002300.v3.1
Chr_06,151826,153230,Migut.06G002400.v3.1
Chr_06,154412,158287,Migut.06G002500.v3.1
Chr_06,158656,159445,Migut.06G002600.v3.1
Chr_06,161674,166751,Migut.06G002700.v3.1
Chr_06,174572,177142,Migut.06G002800.v3.1
Chr_06,177469,182569,Migut.06G002900.v3.1
Chr_06,185448,186693,Migut.06G003000.v3.1
Chr_06,188704,191188,Migut.06G003100.v3.1
Chr_06,194706,196499,Migut.06G003200.v3.1
Chr_06,196717,201121,Migut.06G003300.v3.1
Chr_06,202229,205447,Migut.06G003400.v3.1
Chr_06,206024,208878,Migut.06G003500.v3.1
Chr_06,209504,213640,Migut.06G003600.v3.1
Chr_06,214178,214939,Migut.06G003700.v3.1
Chr_06,216192,218681,Migut.06G003800.v3.1
Chr_06,219068,222283,Migut.06G003900.v3.1
Chr_06,223325,224385,Migut.06G004000.v3.1
Chr_06,224429,226553,Migut.06G004100.v3.1
Chr_06,226901,231039,Migut.06G004200.v3.1
Chr_06,233066,235315,Migut.06G004300.v3.1
Chr_06,235537,238755,Migut.06G004400.v3.1
Chr_06,238437,241660,Migut.06G004500.v3.1
Chr_06,248985,250481,Migut.06G004600.v3.1
Chr_06,251859,256940,Migut.06G004700.v3.1
Chr_06,258610,267093,Migut.06G004800.v3.1
Chr_06,260821,263007,Migut.06G004900.v3.1
Chr_06,271632,273215,Migut.06G005000.v3.1
Chr_06,273673,274545,Migut.06G005100.v3.1
Chr_06,276297,277089,Migut.06G005200.v3.1
Chr_06,292200,292412,Migut.06G005300.v3.1
Chr_06,292599,293115,Migut.06G005400.v3.1
Chr_06,293277,293674,Migut.06G005500.v3.1
Chr_06,293992,294201,Migut.06G005600.v3.1
Chr_06,294581,297627,Migut.06G005700.v3.1
Chr_06,309032,312087,Migut.06G005800.v3.1
Chr_06,312137,314209,Migut.06G005900.v3.1
Chr_06,314430,316628,Migut.06G006000.v3.1
Chr_06,316833,319581,Migut.06G006100.v3.1
Chr_06,325822,327679,Migut.06G006200.v3.1
Chr_06,329735,330926,Migut.06G006300.v3.1
Chr_06,330950,333143,Migut.06G006400.v3.1
Chr_06,334174,337265,Migut.06G006500.v3.1
Chr_06,337421,340106,Migut.06G006600.v3.1
Chr_06,340242,341710,Migut.06G006700.v3.1
Chr_06,341883,343538,Migut.06G006800.v3.1
Chr_06,344025,348716,Migut.06G006900.v3.1
Chr_06,350886,352526,Migut.06G007000.v3.1
Chr_06,352912,358037,Migut.06G007100.v3.1
Chr_06,358345,361771,Migut.06G007200.v3.1
Chr_06,361885,363536,Migut.06G007300.v3.1
Chr_06,366328,370201,Migut.06G007400.v3.1
Chr_06,369506,374749,Migut.06G007500.v3.1
Chr_06,374690,375762,Migut.06G007600.v3.1
Chr_06,375743,378359,Migut.06G007700.v3.1
Chr_06,378489,381028,Migut.06G007800.v3.1
Chr_06,390886,393171,Migut.06G007900.v3.1
Chr_06,393713,394477,Migut.06G008000.v3.1
Chr_06,395348,399108,Migut.06G008100.v3.1
Chr_06,399109,400525,Migut.06G008200.v3.1
Chr_06,400825,402933,Migut.06G008300.v3.1
Chr_06,402941,405356,Migut.06G008400.v3.1
Chr_06,406008,414003,Migut.06G008500.v3.1
Chr_06,416449,418004,Migut.06G008600.v3.1
Chr_06,418120,420427,Migut.06G008700.v3.1
Chr_06,421188,423950,Migut.06G008800.v3.1
Chr_06,426117,428385,Migut.06G008900.v3.1
Chr_06,428367,430817,Migut.06G009000.v3.1
Chr_06,430764,433528,Migut.06G009100.v3.1
Chr_06,433473,435963,Migut.06G009200.v3.1
Chr_06,436117,439206,Migut.06G009300.v3.1
Chr_06,440021,443613,Migut.06G009400.v3.1
Chr_06,444416,449446,Migut.06G009500.v3.1
Chr_06,449689,450145,Migut.06G009600.v3.1
Chr_06,451659,455360,Migut.06G009700.v3.1
Chr_06,454760,458882,Migut.06G009800.v3.1
Chr_06,459112,463422,Migut.06G009900.v3.1
Chr_06,463581,466253,Migut.06G010000.v3.1
Chr_06,466178,467440,Migut.06G010100.v3.1
Chr_06,467609,470041,Migut.06G010200.v3.1
Chr_06,471305,483661,Migut.06G010300.v3.1
Chr_06,483769,487012,Migut.06G010400.v3.1
Chr_06,487189,492164,Migut.06G010500.v3.1
Chr_06,492801,500486,Migut.06G010600.v3.1
Chr_06,500730,504045,Migut.06G010700.v3.1
Chr_06,503785,505847,Migut.06G010800.v3.1
Chr_06,506957,509052,Migut.06G010900.v3.1
Chr_06,509053,511420,Migut.06G011000.v3.1
Chr_06,511497,517842,Migut.06G011100.v3.1
Chr_06,518173,520349,Migut.06G011200.v3.1
Chr_06,521026,523903,Migut.06G011300.v3.1
Chr_06,523982,525421,Migut.06G011400.v3.1
Chr_06,526362,528504,Migut.06G011500.v3.1
Chr_06,532760,535787,Migut.06G011600.v3.1
Chr_06,535932,542256,Migut.06G011700.v3.1
Chr_06,544719,550494,Migut.06G011800.v3.1
Chr_06,552758,556803,Migut.06G011900.v3.1
Chr_06,558141,558635,Migut.06G012000.v3.1
Chr_06,558654,560906,Migut.06G012100.v3.1
Chr_06,561793,562530,Migut.06G012200.v3.1
Chr_06,562753,565689,Migut.06G012300.v3.1
Chr_06,566633,570481,Migut.06G012400.v3.1
Chr_06,570482,571734,Migut.06G012500.v3.1
Chr_06,574070,574507,Migut.06G012600.v3.1
Chr_06,576449,578400,Migut.06G012700.v3.1
Chr_06,578506,579858,Migut.06G012800.v3.1
Chr_06,582244,586670,Migut.06G012900.v3.1
Chr_06,587160,590816,Migut.06G013000.v3.1
Chr_06,591821,593310,Migut.06G013100.v3.1
Chr_06,594111,595133,Migut.06G013200.v3.1
Chr_06,595570,598235,Migut.06G013300.v3.1
Chr_06,598618,600009,Migut.06G013400.v3.1
Chr_06,600675,602529,Migut.06G013500.v3.1
Chr_06,604828,608162,Migut.06G013600.v3.1
Chr_06,609291,613228,Migut.06G013700.v3.1
Chr_06,615682,618017,Migut.06G013800.v3.1
Chr_06,619534,621468,Migut.06G013900.v3.1
Chr_06,623178,624041,Migut.06G014000.v3.1
Chr_06,633630,639450,Migut.06G014100.v3.1
Chr_06,639293,640962,Migut.06G014200.v3.1
Chr_06,640959,642453,Migut.06G014300.v3.1
Chr_06,643387,644883,Migut.06G014400.v3.1
Chr_06,646474,649204,Migut.06G014500.v3.1
Chr_06,649300,652281,Migut.06G014600.v3.1
Chr_06,654515,656184,Migut.06G014700.v3.1
Chr_06,656726,658300,Migut.06G014800.v3.1
Chr_06,658843,660765,Migut.06G014900.v3.1
Chr_06,660285,662107,Migut.06G015000.v3.1
Chr_06,662664,663672,Migut.06G015100.v3.1
Chr_06,665018,668703,Migut.06G015200.v3.1
Chr_06,676842,678741,Migut.06G015300.v3.1
Chr_06,678742,681249,Migut.06G015400.v3.1
Chr_06,681302,681911,Migut.06G015500.v3.1
Chr_06,682784,683376,Migut.06G015600.v3.1
Chr_06,684048,690108,Migut.06G015700.v3.1
Chr_06,691845,695693,Migut.06G015800.v3.1
Chr_06,696911,697453,Migut.06G015900.v3.1
Chr_06,698037,700382,Migut.06G016000.v3.1
Chr_06,700728,702979,Migut.06G016100.v3.1
Chr_06,704053,712543,Migut.06G016200.v3.1
Chr_06,712739,719350,Migut.06G016300.v3.1
Chr_06,720888,721271,Migut.06G016400.v3.1
Chr_06,721439,721540,Migut.06G016500.v3.1
Chr_06,723192,724857,Migut.06G016600.v3.1
Chr_06,730250,732681,Migut.06G016700.v3.1
Chr_06,732537,734090,Migut.06G016800.v3.1
Chr_06,734067,736551,Migut.06G016900.v3.1
Chr_06,738425,742848,Migut.06G017000.v3.1
Chr_06,742849,744885,Migut.06G017100.v3.1
Chr_06,746092,746953,Migut.06G017200.v3.1
Chr_06,748478,752140,Migut.06G017300.v3.1
Chr_06,752348,754981,Migut.06G017400.v3.1
Chr_06,755381,759686,Migut.06G017500.v3.1
Chr_06,759083,761506,Migut.06G017600.v3.1
Chr_06,762703,766717,Migut.06G017700.v3.1
Chr_06,766680,768139,Migut.06G017800.v3.1
Chr_06,768430,780568,Migut.06G017900.v3.1
Chr_06,783861,787622,Migut.06G018000.v3.1
Chr_06,790424,792544,Migut.06G018100.v3.1
Chr_06,793382,794822,Migut.06G018200.v3.1
Chr_06,795278,797271,Migut.06G018300.v3.1
Chr_06,797144,799932,Migut.06G018400.v3.1
Chr_06,803330,805167,Migut.06G018500.v3.1
Chr_06,809967,814107,Migut.06G018600.v3.1
Chr_06,815068,817581,Migut.06G018700.v3.1
Chr_06,832934,837721,Migut.06G018800.v3.1
Chr_06,837886,840352,Migut.06G018900.v3.1
Chr_06,840722,844251,Migut.06G019000.v3.1
Chr_06,844293,847901,Migut.06G019100.v3.1
Chr_06,848285,853179,Migut.06G019200.v3.1
Chr_06,854351,854809,Migut.06G019300.v3.1
Chr_06,855655,857480,Migut.06G019400.v3.1
Chr_06,860825,865229,Migut.06G019500.v3.1
Chr_06,865429,869539,Migut.06G019600.v3.1
Chr_06,870296,874277,Migut.06G019700.v3.1
Chr_06,874698,876477,Migut.06G019800.v3.1
Chr_06,876422,879737,Migut.06G019900.v3.1
Chr_06,882904,883923,Migut.06G020000.v3.1
Chr_06,886110,888794,Migut.06G020100.v3.1
Chr_06,890432,893716,Migut.06G020200.v3.1
Chr_06,893736,894906,Migut.06G020300.v3.1
Chr_06,896891,901448,Migut.06G020400.v3.1
Chr_06,901945,905463,Migut.06G020500.v3.1
Chr_06,908271,923991,Migut.06G020600.v3.1
Chr_06,924260,928672,Migut.06G020700.v3.1
Chr_06,929068,935816,Migut.06G020800.v3.1
Chr_06,935891,940038,Migut.06G020900.v3.1
Chr_06,940831,942808,Migut.06G021000.v3.1
Chr_06,942746,944945,Migut.06G021100.v3.1
Chr_06,946258,949507,Migut.06G021200.v3.1
Chr_06,950997,955283,Migut.06G021300.v3.1
Chr_06,955466,960011,Migut.06G021400.v3.1
Chr_06,966710,969641,Migut.06G021500.v3.1
Chr_06,970991,972846,Migut.06G021600.v3.1
Chr_06,973482,975850,Migut.06G021700.v3.1
Chr_06,975851,977168,Migut.06G021800.v3.1
Chr_06,978324,980101,Migut.06G021900.v3.1
Chr_06,985381,988597,Migut.06G022000.v3.1
Chr_06,990610,997402,Migut.06G022100.v3.1
Chr_06,997569,1002391,Migut.06G022200.v3.1
Chr_06,1003091,1009294,Migut.06G022300.v3.1
Chr_06,1009434,1011801,Migut.06G022400.v3.1
Chr_06,1023363,1034210,Migut.06G022500.v3.1
Chr_06,1034356,1037194,Migut.06G022600.v3.1
Chr_06,1038469,1040413,Migut.06G022700.v3.1
Chr_06,1041383,1045636,Migut.06G022800.v3.1
Chr_06,1046010,1049620,Migut.06G022900.v3.1
Chr_06,1049512,1053314,Migut.06G023000.v3.1
Chr_06,1055464,1058016,Migut.06G023100.v3.1
Chr_06,1059967,1061660,Migut.06G023200.v3.1
Chr_06,1062152,1064338,Migut.06G023300.v3.1
Chr_06,1064441,1069969,Migut.06G023400.v3.1
Chr_06,1070025,1074398,Migut.06G023500.v3.1
Chr_06,1075066,1076464,Migut.06G023600.v3.1
Chr_06,1076733,1078669,Migut.06G023700.v3.1
Chr_06,1079305,1082197,Migut.06G023800.v3.1
Chr_06,1083911,1086310,Migut.06G023900.v3.1
Chr_06,1086798,1088229,Migut.06G024000.v3.1
Chr_06,1091560,1093707,Migut.06G024100.v3.1
Chr_06,1094223,1094501,Migut.06G024200.v3.1
Chr_06,1095075,1098009,Migut.06G024300.v3.1
Chr_06,1105297,1106844,Migut.06G024400.v3.1
Chr_06,1114336,1116809,Migut.06G024500.v3.1
Chr_06,1119898,1122550,Migut.06G024600.v3.1
Chr_06,1123238,1126374,Migut.06G024700.v3.1
Chr_06,1131350,1133083,Migut.06G024800.v3.1
Chr_06,1133555,1137253,Migut.06G024900.v3.1
Chr_06,1147436,1154461,Migut.06G025000.v3.1
Chr_06,1154534,1155586,Migut.06G025100.v3.1
Chr_06,1155826,1159318,Migut.06G025200.v3.1
Chr_06,1159540,1160590,Migut.06G025300.v3.1
Chr_06,1160766,1164656,Migut.06G025400.v3.1
Chr_06,1165270,1174042,Migut.06G025500.v3.1
Chr_06,1174784,1179589,Migut.06G025600.v3.1
Chr_06,1180387,1183902,Migut.06G025700.v3.1
Chr_06,1186538,1187543,Migut.06G025800.v3.1
Chr_06,1191427,1194592,Migut.06G025900.v3.1
Chr_06,1201814,1207529,Migut.06G026000.v3.1
Chr_06,1207895,1209760,Migut.06G026100.v3.1
Chr_06,1209734,1212208,Migut.06G026200.v3.1
Chr_06,1219062,1220816,Migut.06G026300.v3.1
Chr_06,1224938,1225840,Migut.06G026400.v3.1
Chr_06,1229191,1230094,Migut.06G026500.v3.1
Chr_06,1231049,1231983,Migut.06G026600.v3.1
Chr_06,1235357,1236322,Migut.06G026700.v3.1
Chr_06,1237154,1238036,Migut.06G026800.v3.1
Chr_06,1239773,1242069,Migut.06G026900.v3.1
Chr_06,1245468,1247210,Migut.06G027000.v3.1
Chr_06,1247934,1249967,Migut.06G027100.v3.1
Chr_06,1250848,1254241,Migut.06G027200.v3.1
Chr_06,1257072,1258596,Migut.06G027300.v3.1
Chr_06,1260907,1265256,Migut.06G027400.v3.1
Chr_06,1267126,1269544,Migut.06G027500.v3.1
Chr_06,1271317,1275904,Migut.06G027600.v3.1
Chr_06,1276278,1279756,Migut.06G027700.v3.1
Chr_06,1280086,1284535,Migut.06G027800.v3.1
Chr_06,1286699,1289481,Migut.06G027900.v3.1
Chr_06,1289651,1290403,Migut.06G028000.v3.1
Chr_06,1297010,1298176,Migut.06G028100.v3.1
Chr_06,1301329,1304722,Migut.06G028200.v3.1
Chr_06,1305531,1309837,Migut.06G028300.v3.1
Chr_06,1315993,1317963,Migut.06G028400.v3.1
Chr_06,1318410,1321220,Migut.06G028500.v3.1
Chr_06,1322277,1325667,Migut.06G028600.v3.1
Chr_06,1326369,1328340,Migut.06G028700.v3.1
Chr_06,1328250,1330281,Migut.06G028800.v3.1
Chr_06,1330579,1332716,Migut.06G028900.v3.1
Chr_06,1335559,1338124,Migut.06G029000.v3.1
Chr_06,1341386,1345724,Migut.06G029100.v3.1
Chr_06,1345746,1347163,Migut.06G029200.v3.1
Chr_06,1347591,1349768,Migut.06G029300.v3.1
Chr_06,1349850,1352894,Migut.06G029400.v3.1
Chr_06,1353547,1355782,Migut.06G029500.v3.1
Chr_06,1355812,1358000,Migut.06G029600.v3.1
Chr_06,1358133,1358953,Migut.06G029700.v3.1
Chr_06,1359391,1361660,Migut.06G029800.v3.1
Chr_06,1362855,1365096,Migut.06G029900.v3.1
Chr_06,1365208,1367562,Migut.06G030000.v3.1
Chr_06,1369538,1372410,Migut.06G030100.v3.1
Chr_06,1373481,1376598,Migut.06G030200.v3.1
Chr_06,1378337,1380978,Migut.06G030300.v3.1
Chr_06,1381543,1384291,Migut.06G030400.v3.1
Chr_06,1384856,1390902,Migut.06G030500.v3.1
Chr_06,1394258,1396584,Migut.06G030600.v3.1
Chr_06,1396925,1399162,Migut.06G030700.v3.1
Chr_06,1401285,1403775,Migut.06G030800.v3.1
Chr_06,1416890,1419627,Migut.06G030900.v3.1
Chr_06,1419585,1422300,Migut.06G031000.v3.1
Chr_06,1422578,1426154,Migut.06G031100.v3.1
Chr_06,1426198,1428491,Migut.06G031200.v3.1
Chr_06,1428787,1432167,Migut.06G031300.v3.1
Chr_06,1433177,1433813,Migut.06G031400.v3.1
Chr_06,1434099,1434863,Migut.06G031500.v3.1
Chr_06,1435426,1436836,Migut.06G031600.v3.1
Chr_06,1437841,1439906,Migut.06G031700.v3.1
Chr_06,1439846,1443084,Migut.06G031800.v3.1
Chr_06,1445721,1448314,Migut.06G031900.v3.1
Chr_06,1449385,1454620,Migut.06G032000.v3.1
Chr_06,1455212,1458495,Migut.06G032100.v3.1
Chr_06,1458689,1461286,Migut.06G032200.v3.1
Chr_06,1461747,1462738,Migut.06G032300.v3.1
Chr_06,1463384,1470754,Migut.06G032400.v3.1
Chr_06,1473178,1478419,Migut.06G032500.v3.1
Chr_06,1478442,1483068,Migut.06G032600.v3.1
Chr_06,1484792,1487468,Migut.06G032700.v3.1
Chr_06,1487746,1489741,Migut.06G032800.v3.1
Chr_06,1489899,1503483,Migut.06G032900.v3.1
Chr_06,1503659,1506805,Migut.06G033000.v3.1
Chr_06,1511539,1512976,Migut.06G033100.v3.1
Chr_06,1518773,1519992,Migut.06G033200.v3.1
Chr_06,1521247,1525059,Migut.06G033300.v3.1
Chr_06,1524883,1525974,Migut.06G033400.v3.1
Chr_06,1526047,1528127,Migut.06G033500.v3.1
Chr_06,1528831,1531005,Migut.06G033600.v3.1
Chr_06,1531438,1532266,Migut.06G033700.v3.1
Chr_06,1534925,1536197,Migut.06G033800.v3.1
Chr_06,1543223,1545328,Migut.06G033900.v3.1
Chr_06,1546229,1556531,Migut.06G034000.v3.1
Chr_06,1554061,1561592,Migut.06G034100.v3.1
Chr_06,1561343,1562998,Migut.06G034200.v3.1
Chr_06,1566398,1568520,Migut.06G034300.v3.1
Chr_06,1568732,1570642,Migut.06G034400.v3.1
Chr_06,1573836,1575716,Migut.06G034500.v3.1
Chr_06,1575842,1577136,Migut.06G034600.v3.1
Chr_06,1577946,1579424,Migut.06G034700.v3.1
Chr_06,1579802,1581318,Migut.06G034800.v3.1
Chr_06,1584742,1589818,Migut.06G034900.v3.1
Chr_06,1591283,1594076,Migut.06G035000.v3.1
Chr_06,1594079,1597661,Migut.06G035100.v3.1
Chr_06,1598564,1599966,Migut.06G035200.v3.1
Chr_06,1600209,1603169,Migut.06G035300.v3.1
Chr_06,1603434,1604854,Migut.06G035400.v3.1
Chr_06,1605891,1608071,Migut.06G035500.v3.1
Chr_06,1606488,1606658,Migut.06G035600.v3.1
Chr_06,1608318,1609751,Migut.06G035700.v3.1
Chr_06,1614111,1615879,Migut.06G035800.v3.1
Chr_06,1616185,1620767,Migut.06G035900.v3.1
Chr_06,1625511,1626984,Migut.06G036000.v3.1
Chr_06,1626978,1630360,Migut.06G036100.v3.1
Chr_06,1631558,1633713,Migut.06G036200.v3.1
Chr_06,1634040,1638847,Migut.06G036300.v3.1
Chr_06,1640568,1642704,Migut.06G036400.v3.1
Chr_06,1642616,1644878,Migut.06G036500.v3.1
Chr_06,1645861,1646346,Migut.06G036600.v3.1
Chr_06,1646556,1650073,Migut.06G036700.v3.1
Chr_06,1652807,1654954,Migut.06G036800.v3.1
Chr_06,1658232,1660264,Migut.06G036900.v3.1
Chr_06,1661094,1663245,Migut.06G037000.v3.1
Chr_06,1664963,1666549,Migut.06G037100.v3.1
Chr_06,1667142,1669939,Migut.06G037200.v3.1
Chr_06,1670779,1676786,Migut.06G037300.v3.1
Chr_06,1676868,1683359,Migut.06G037400.v3.1
Chr_06,1684703,1687350,Migut.06G037500.v3.1
Chr_06,1686505,1689005,Migut.06G037600.v3.1
Chr_06,1691027,1693188,Migut.06G037700.v3.1
Chr_06,1703867,1705884,Migut.06G037800.v3.1
Chr_06,1710609,1714786,Migut.06G037900.v3.1
Chr_06,1715335,1719724,Migut.06G038000.v3.1
Chr_06,1721698,1724298,Migut.06G038100.v3.1
Chr_06,1725263,1726503,Migut.06G038200.v3.1
Chr_06,1731251,1732458,Migut.06G038300.v3.1
Chr_06,1732180,1735595,Migut.06G038400.v3.1
Chr_06,1736327,1740430,Migut.06G038500.v3.1
Chr_06,1740230,1741263,Migut.06G038600.v3.1
Chr_06,1741316,1744765,Migut.06G038700.v3.1
Chr_06,1745838,1749952,Migut.06G038800.v3.1
Chr_06,1749787,1751927,Migut.06G038900.v3.1
Chr_06,1752675,1753567,Migut.06G039000.v3.1
Chr_06,1757770,1759978,Migut.06G039100.v3.1
Chr_06,1762268,1764408,Migut.06G039200.v3.1
Chr_06,1764501,1766131,Migut.06G039300.v3.1
Chr_06,1766563,1767653,Migut.06G039400.v3.1
Chr_06,1768794,1770357,Migut.06G039500.v3.1
Chr_06,1771929,1774235,Migut.06G039600.v3.1
Chr_06,1779917,1783227,Migut.06G039700.v3.1
Chr_06,1789746,1792260,Migut.06G039800.v3.1
Chr_06,1798029,1800213,Migut.06G039900.v3.1
Chr_06,1810361,1812444,Migut.06G040000.v3.1
Chr_06,1812699,1814037,Migut.06G040100.v3.1
Chr_06,1815994,1817602,Migut.06G040200.v3.1
Chr_06,1818155,1819201,Migut.06G040300.v3.1
Chr_06,1819541,1820599,Migut.06G040400.v3.1
Chr_06,1824867,1825820,Migut.06G040500.v3.1
Chr_06,1832694,1835315,Migut.06G040600.v3.1
Chr_06,1836626,1839397,Migut.06G040700.v3.1
Chr_06,1839264,1842115,Migut.06G040800.v3.1
Chr_06,1845129,1846662,Migut.06G040900.v3.1
Chr_06,1848969,1851656,Migut.06G041000.v3.1
Chr_06,1850691,1854237,Migut.06G041100.v3.1
Chr_06,1854445,1858419,Migut.06G041200.v3.1
Chr_06,1859710,1861681,Migut.06G041300.v3.1
Chr_06,1864407,1865835,Migut.06G041400.v3.1
Chr_06,1868371,1873988,Migut.06G041500.v3.1
Chr_06,1874752,1877308,Migut.06G041600.v3.1
Chr_06,1886982,1893969,Migut.06G041700.v3.1
Chr_06,1894980,1901043,Migut.06G041800.v3.1
Chr_06,1901492,1905350,Migut.06G041900.v3.1
Chr_06,1906332,1909689,Migut.06G042000.v3.1
Chr_06,1909690,1910822,Migut.06G042100.v3.1
Chr_06,1912218,1913130,Migut.06G042200.v3.1
Chr_06,1914572,1915333,Migut.06G042300.v3.1
Chr_06,1917790,1919981,Migut.06G042400.v3.1
Chr_06,1924558,1929014,Migut.06G042500.v3.1
Chr_06,1929649,1933547,Migut.06G042600.v3.1
Chr_06,1934081,1936367,Migut.06G042700.v3.1
Chr_06,1937598,1939868,Migut.06G042800.v3.1
Chr_06,1940161,1944470,Migut.06G042900.v3.1
Chr_06,1944647,1947908,Migut.06G043000.v3.1
Chr_06,1949153,1949944,Migut.06G043100.v3.1
Chr_06,1952081,1956590,Migut.06G043200.v3.1
Chr_06,1974121,1976847,Migut.06G043300.v3.1
Chr_06,1979799,1983131,Migut.06G043400.v3.1
Chr_06,1984749,1985723,Migut.06G043500.v3.1
Chr_06,1987959,1988987,Migut.06G043600.v3.1
Chr_06,1989757,1993181,Migut.06G043700.v3.1
Chr_06,1995546,1997873,Migut.06G043800.v3.1
Chr_06,1998039,1999945,Migut.06G043900.v3.1
Chr_06,2000376,2002459,Migut.06G044000.v3.1
Chr_06,2002742,2004678,Migut.06G044100.v3.1
Chr_06,2005336,2007191,Migut.06G044200.v3.1
Chr_06,2011600,2013547,Migut.06G044300.v3.1
Chr_06,2032151,2033949,Migut.06G044400.v3.1
Chr_06,2036071,2038068,Migut.06G044500.v3.1
Chr_06,2038334,2042824,Migut.06G044600.v3.1
Chr_06,2042901,2044343,Migut.06G044700.v3.1
Chr_06,2045002,2046882,Migut.06G044800.v3.1
Chr_06,2046883,2052594,Migut.06G044900.v3.1
Chr_06,2053159,2056501,Migut.06G045000.v3.1
Chr_06,2058275,2060101,Migut.06G045100.v3.1
Chr_06,2061154,2062019,Migut.06G045200.v3.1
Chr_06,2064616,2065474,Migut.06G045300.v3.1
Chr_06,2066315,2067171,Migut.06G045400.v3.1
Chr_06,2069344,2071463,Migut.06G045500.v3.1
Chr_06,2072301,2074665,Migut.06G045600.v3.1
Chr_06,2077510,2079805,Migut.06G045700.v3.1
Chr_06,2079811,2083481,Migut.06G045800.v3.1
Chr_06,2087424,2090864,Migut.06G045900.v3.1
Chr_06,2092231,2096149,Migut.06G046000.v3.1
Chr_06,2098748,2102930,Migut.06G046100.v3.1
Chr_06,2113065,2117311,Migut.06G046200.v3.1
Chr_06,2119940,2123065,Migut.06G046300.v3.1
Chr_06,2124540,2126967,Migut.06G046400.v3.1
Chr_06,2127123,2128172,Migut.06G046500.v3.1
Chr_06,2128790,2129459,Migut.06G046600.v3.1
Chr_06,2131084,2132220,Migut.06G046700.v3.1
Chr_06,2132595,2138198,Migut.06G046800.v3.1
Chr_06,2140071,2142990,Migut.06G046900.v3.1
Chr_06,2150953,2154861,Migut.06G047000.v3.1
Chr_06,2157697,2159206,Migut.06G047100.v3.1
Chr_06,2159762,2161363,Migut.06G047200.v3.1
Chr_06,2161573,2163501,Migut.06G047300.v3.1
Chr_06,2163046,2170005,Migut.06G047400.v3.1
Chr_06,2170367,2173816,Migut.06G047500.v3.1
Chr_06,2173854,2177586,Migut.06G047600.v3.1
Chr_06,2193228,2201078,Migut.06G047700.v3.1
Chr_06,2209287,2210718,Migut.06G047800.v3.1
Chr_06,2210754,2217984,Migut.06G047900.v3.1
Chr_06,2218521,2220724,Migut.06G048000.v3.1
Chr_06,2221129,2236718,Migut.06G048100.v3.1
Chr_06,2239782,2242103,Migut.06G048200.v3.1
Chr_06,2241925,2246332,Migut.06G048300.v3.1
Chr_06,2252476,2254710,Migut.06G048400.v3.1
Chr_06,2255280,2257147,Migut.06G048500.v3.1
Chr_06,2257375,2258608,Migut.06G048600.v3.1
Chr_06,2266427,2267532,Migut.06G048700.v3.1
Chr_06,2271339,2274160,Migut.06G048800.v3.1
Chr_06,2291736,2294799,Migut.06G048900.v3.1
Chr_06,2317758,2319364,Migut.06G049000.v3.1
Chr_06,2319478,2322918,Migut.06G049100.v3.1
Chr_06,2323150,2326516,Migut.06G049200.v3.1
Chr_06,2326464,2328167,Migut.06G049300.v3.1
Chr_06,2328225,2330847,Migut.06G049400.v3.1
Chr_06,2332235,2334528,Migut.06G049500.v3.1
Chr_06,2335242,2337415,Migut.06G049600.v3.1
Chr_06,2337617,2339412,Migut.06G049700.v3.1
Chr_06,2340577,2341508,Migut.06G049800.v3.1
Chr_06,2342233,2344349,Migut.06G049900.v3.1
Chr_06,2345742,2348000,Migut.06G050000.v3.1
Chr_06,2348418,2350627,Migut.06G050100.v3.1
Chr_06,2351407,2355191,Migut.06G050200.v3.1
Chr_06,2355568,2360054,Migut.06G050300.v3.1
Chr_06,2360231,2364540,Migut.06G050400.v3.1
Chr_06,2365883,2369724,Migut.06G050500.v3.1
Chr_06,2370620,2375147,Migut.06G050600.v3.1
