Ortholog Group	Gene Name	Organism Name	Ortholog Gene Name	Ortholog Organism Name	Relationship
447_948_11245	Migut.12G098800	Mguttatus_var_IM62_v4.1	AT1G26740	Athaliana_Araport11	one-to-one
447_948_11827	Migut.12G098900	Mguttatus_var_IM62_v4.1	AT3G23950	Athaliana_Araport11	one-to-many
447_948_11827	Migut.12G098900	Mguttatus_var_IM62_v4.1	AT3G28330	Athaliana_Araport11	one-to-many
447_948_11827	Migut.12G098900	Mguttatus_var_IM62_v4.1	AT3G28223	Athaliana_Araport11	one-to-many
447_948_11827	Migut.12G098900	Mguttatus_var_IM62_v4.1	AT3G23970	Athaliana_Araport11	one-to-many
447_948_11827	Migut.12G098900	Mguttatus_var_IM62_v4.1	AT3G26010	Athaliana_Araport11	one-to-many
447_948_11827	Migut.12G098900	Mguttatus_var_IM62_v4.1	AT1G15680	Athaliana_Araport11	one-to-many
447_948_11827	Migut.12G098900	Mguttatus_var_IM62_v4.1	AT1G49990	Athaliana_Araport11	one-to-many
447_948_11827	Migut.12G098900	Mguttatus_var_IM62_v4.1	AT4G22430	Athaliana_Araport11	one-to-many
447_948_11827	Migut.12G098900	Mguttatus_var_IM62_v4.1	AT3G28280	Athaliana_Araport11	one-to-many
447_948_6045	Migut.12G099000	Mguttatus_var_IM62_v4.1	AT1G26761	Athaliana_Araport11	one-to-one
447_948_6459	Migut.12G099200	Mguttatus_var_IM62_v4.1	AT1G14140	Athaliana_Araport11	one-to-one
447_948_810	Migut.12G099500	Mguttatus_var_IM62_v4.1	AT2G04660	Athaliana_Araport11	one-to-one
447_948_4020	Migut.12G099600	Mguttatus_var_IM62_v4.1	AT1G26760	Athaliana_Araport11	one-to-one
447_948_7885	Migut.12G099700	Mguttatus_var_IM62_v4.1	AT1G69490	Athaliana_Araport11	one-to-one
447_948_2045	Migut.12G099800	Mguttatus_var_IM62_v4.1	AT1G69500	Athaliana_Araport11	one-to-one
447_948_8349	Migut.12G100100	Mguttatus_var_IM62_v4.1	AT1G69526	Athaliana_Araport11	one-to-many
447_948_8349	Migut.12G100100	Mguttatus_var_IM62_v4.1	AT1G69523	Athaliana_Araport11	one-to-many
447_948_10428	Migut.12G100200	Mguttatus_var_IM62_v4.1	AT1G14180	Athaliana_Araport11	one-to-one
447_948_5795	Migut.12G100300	Mguttatus_var_IM62_v4.1	AT1G26770	Athaliana_Araport11	many-to-one
447_948_9409	Migut.12G100400	Mguttatus_var_IM62_v4.1	AT2G03050	Athaliana_Araport11	many-to-one
447_948_10093	Migut.12G100700	Mguttatus_var_IM62_v4.1	AT1G69580	Athaliana_Araport11	many-to-one
447_948_10726	Migut.12G100800	Mguttatus_var_IM62_v4.1	AT1G26800	Athaliana_Araport11	one-to-one
447_948_9959	Migut.12G100900	Mguttatus_var_IM62_v4.1	AT1G14205	Athaliana_Araport11	one-to-one
447_948_8956	Migut.12G101000	Mguttatus_var_IM62_v4.1	AT5G39650	Athaliana_Araport11	one-to-many
447_948_8956	Migut.12G101000	Mguttatus_var_IM62_v4.1	AT1G09157	Athaliana_Araport11	one-to-many
447_948_1861	Migut.12G101200	Mguttatus_var_IM62_v4.1	AT1G26810	Athaliana_Araport11	one-to-one
447_948_1363	Migut.12G101300	Mguttatus_var_IM62_v4.1	AT5G27540	Athaliana_Araport11	one-to-one
447_948_7484	Migut.12G101500	Mguttatus_var_IM62_v4.1	AT2G02990	Athaliana_Araport11	one-to-one
447_948_4180	Migut.12G101800	Mguttatus_var_IM62_v4.1	AT2G02970	Athaliana_Araport11	one-to-many
447_948_4180	Migut.12G101800	Mguttatus_var_IM62_v4.1	AT1G14250	Athaliana_Araport11	one-to-many
447_948_4180	Migut.12G101800	Mguttatus_var_IM62_v4.1	AT1G14230	Athaliana_Araport11	one-to-many
447_948_8416	Migut.12G101900	Mguttatus_var_IM62_v4.1	AT3G47550	Athaliana_Araport11	many-to-one
447_948_12283	Migut.12G102000	Mguttatus_var_IM62_v4.1	AT1G69588	Athaliana_Araport11	many-to-one
447_948_9597	Migut.12G102300	Mguttatus_var_IM62_v4.1	AT1G69620	Athaliana_Araport11	many-to-many
447_948_9597	Migut.12G102300	Mguttatus_var_IM62_v4.1	AT1G26880	Athaliana_Araport11	many-to-many
447_948_9597	Migut.12G102400	Mguttatus_var_IM62_v4.1	AT1G69620	Athaliana_Araport11	many-to-many
447_948_9597	Migut.12G102400	Mguttatus_var_IM62_v4.1	AT1G26880	Athaliana_Araport11	many-to-many
447_948_10376	Migut.12G102500	Mguttatus_var_IM62_v4.1	AT1G74590	Athaliana_Araport11	one-to-many
447_948_10376	Migut.12G102500	Mguttatus_var_IM62_v4.1	AT5G62480	Athaliana_Araport11	one-to-many
447_948_7160	Migut.12G102600	Mguttatus_var_IM62_v4.1	AT1G14270	Athaliana_Araport11	many-to-one
447_948_7160	Migut.12G102700	Mguttatus_var_IM62_v4.1	AT1G14270	Athaliana_Araport11	many-to-one
447_948_7160	Migut.12G102800	Mguttatus_var_IM62_v4.1	AT1G14270	Athaliana_Araport11	many-to-one
447_948_975	Migut.12G102900	Mguttatus_var_IM62_v4.1	AT1G26850	Athaliana_Araport11	many-to-one
447_948_11062	Migut.12G103000	Mguttatus_var_IM62_v4.1	AT1G14280	Athaliana_Araport11	one-to-many
447_948_11062	Migut.12G103000	Mguttatus_var_IM62_v4.1	AT2G02950	Athaliana_Araport11	one-to-many
447_948_5841	Migut.12G103100	Mguttatus_var_IM62_v4.1	AT1G69640	Athaliana_Araport11	many-to-one
447_948_7291	Migut.12G103200	Mguttatus_var_IM62_v4.1	AT1G26840	Athaliana_Araport11	one-to-one
447_948_8520	Migut.12G103400	Mguttatus_var_IM62_v4.1	AT1G69680	Athaliana_Araport11	one-to-one
447_948_9987	Migut.12G103500	Mguttatus_var_IM62_v4.1	AT1G69690	Athaliana_Araport11	one-to-one
447_948_7541	Migut.12G103800	Mguttatus_var_IM62_v4.1	AT2G02880	Athaliana_Araport11	one-to-one
447_948_7162	Migut.12G103900	Mguttatus_var_IM62_v4.1	AT5G39850	Athaliana_Araport11	many-to-one
447_948_11988	Migut.12G104000	Mguttatus_var_IM62_v4.1	AT1G26920	Athaliana_Araport11	many-to-one
447_948_4987	Migut.12G104100	Mguttatus_var_IM62_v4.1	AT1G14330	Athaliana_Araport11	one-to-many
447_948_4987	Migut.12G104100	Mguttatus_var_IM62_v4.1	AT2G02870	Athaliana_Araport11	one-to-many
447_948_7197	Migut.12G104200	Mguttatus_var_IM62_v4.1	AT1G26940	Athaliana_Araport11	one-to-one
447_948_8563	Migut.12G104400	Mguttatus_var_IM62_v4.1	AT1G14340	Athaliana_Araport11	one-to-one
447_948_1641	Migut.12G104500	Mguttatus_var_IM62_v4.1	AT2G02860	Athaliana_Araport11	one-to-one
447_948_9061	Migut.12G104600	Mguttatus_var_IM62_v4.1	AT1G69780	Athaliana_Araport11	many-to-many
447_948_9061	Migut.12G104600	Mguttatus_var_IM62_v4.1	AT1G26960	Athaliana_Araport11	many-to-many
447_948_9383	Migut.12G104700	Mguttatus_var_IM62_v4.1	AT1G14345	Athaliana_Araport11	one-to-one
447_948_5860	Migut.12G104800	Mguttatus_var_IM62_v4.1	AT1G14350	Athaliana_Araport11	many-to-many
447_948_5860	Migut.12G104800	Mguttatus_var_IM62_v4.1	AT2G02820	Athaliana_Araport11	many-to-many
447_948_3864	Migut.12G104900	Mguttatus_var_IM62_v4.1	AT2G02810	Athaliana_Araport11	one-to-many
447_948_3864	Migut.12G104900	Mguttatus_var_IM62_v4.1	AT1G14360	Athaliana_Araport11	one-to-many
447_948_3845	Migut.12G105000	Mguttatus_var_IM62_v4.1	AT2G02800	Athaliana_Araport11	one-to-many
447_948_3845	Migut.12G105000	Mguttatus_var_IM62_v4.1	AT1G14370	Athaliana_Araport11	one-to-many
447_948_4954	Migut.12G105600	Mguttatus_var_IM62_v4.1	AT1G14390	Athaliana_Araport11	one-to-many
447_948_4954	Migut.12G105600	Mguttatus_var_IM62_v4.1	AT2G02780	Athaliana_Araport11	one-to-many
447_948_5258	Migut.12G105700	Mguttatus_var_IM62_v4.1	AT2G02750	Athaliana_Araport11	one-to-one
447_948_7825	Migut.12G105900	Mguttatus_var_IM62_v4.1	AT1G14410	Athaliana_Araport11	one-to-many
447_948_7825	Migut.12G105900	Mguttatus_var_IM62_v4.1	AT2G02740	Athaliana_Araport11	one-to-many
447_948_7582	Migut.12G106000	Mguttatus_var_IM62_v4.1	AT5G20220	Athaliana_Araport11	one-to-one
447_948_2432	Migut.12G106200	Mguttatus_var_IM62_v4.1	AT5G59190	Athaliana_Araport11	many-to-one
447_948_2432	Migut.12G106300	Mguttatus_var_IM62_v4.1	AT5G59190	Athaliana_Araport11	many-to-one
447_948_2432	Migut.12G106400	Mguttatus_var_IM62_v4.1	AT5G59190	Athaliana_Araport11	many-to-one
447_948_2432	Migut.12G106500	Mguttatus_var_IM62_v4.1	AT5G59190	Athaliana_Araport11	many-to-one
447_948_6723	Migut.12G106600	Mguttatus_var_IM62_v4.1	AT3G01280	Athaliana_Araport11	many-to-one
447_948_5781	Migut.12G106700	Mguttatus_var_IM62_v4.1	AT1G07040	Athaliana_Araport11	one-to-one
447_948_2932	Migut.12G106800	Mguttatus_var_IM62_v4.1	AT3G01300	Athaliana_Araport11	many-to-many
447_948_2932	Migut.12G106800	Mguttatus_var_IM62_v4.1	AT5G15080	Athaliana_Araport11	many-to-many
447_948_2025	Migut.12G106900	Mguttatus_var_IM62_v4.1	AT3G17900	Athaliana_Araport11	one-to-one
447_948_5780	Migut.12G107000	Mguttatus_var_IM62_v4.1	AT2G02710	Athaliana_Araport11	one-to-one
447_948_1917	Migut.12G107100	Mguttatus_var_IM62_v4.1	AT1G27040	Athaliana_Araport11	many-to-many
447_948_1917	Migut.12G107100	Mguttatus_var_IM62_v4.1	AT1G69850	Athaliana_Araport11	many-to-many
447_948_11259	Migut.12G107200	Mguttatus_var_IM62_v4.1	AT1G27045	Athaliana_Araport11	many-to-one
447_948_7377	Migut.12G107700	Mguttatus_var_IM62_v4.1	AT2G02590	Athaliana_Araport11	many-to-one
447_948_6395	Migut.12G107800	Mguttatus_var_IM62_v4.1	AT1G27060	Athaliana_Araport11	one-to-one
447_948_7801	Migut.12G107900	Mguttatus_var_IM62_v4.1	AT1G27070	Athaliana_Araport11	one-to-one
447_948_2784	Migut.12G108100	Mguttatus_var_IM62_v4.1	AT1G69870	Athaliana_Araport11	one-to-many
447_948_2784	Migut.12G108100	Mguttatus_var_IM62_v4.1	AT1G27080	Athaliana_Araport11	one-to-many
447_948_7566	Migut.12G108300	Mguttatus_var_IM62_v4.1	AT1G27090	Athaliana_Araport11	many-to-one
447_948_6588	Migut.12G108500	Mguttatus_var_IM62_v4.1	AT1G10350	Athaliana_Araport11	many-to-many
447_948_6588	Migut.12G108500	Mguttatus_var_IM62_v4.1	AT1G59725	Athaliana_Araport11	many-to-many
447_948_2458	Migut.12G108600	Mguttatus_var_IM62_v4.1	AT1G59720	Athaliana_Araport11	one-to-one
447_948_3211	Migut.12G108800	Mguttatus_var_IM62_v4.1	AT1G69910	Athaliana_Araport11	one-to-one
447_948_3932	Migut.12G108900	Mguttatus_var_IM62_v4.1	AT1G27150	Athaliana_Araport11	one-to-one
447_948_8853	Migut.12G109000	Mguttatus_var_IM62_v4.1	AT1G10360	Athaliana_Araport11	one-to-many
447_948_8853	Migut.12G109000	Mguttatus_var_IM62_v4.1	AT1G10370	Athaliana_Araport11	one-to-many
447_948_1483	Migut.12G109500	Mguttatus_var_IM62_v4.1	AT1G10385	Athaliana_Araport11	one-to-one
447_948_3757	Migut.12G109600	Mguttatus_var_IM62_v4.1	AT1G59650	Athaliana_Araport11	many-to-many
447_948_3757	Migut.12G109600	Mguttatus_var_IM62_v4.1	AT1G10410	Athaliana_Araport11	many-to-many
447_948_3581	Migut.12G109900	Mguttatus_var_IM62_v4.1	AT1G59830	Athaliana_Araport11	many-to-many
447_948_3581	Migut.12G109900	Mguttatus_var_IM62_v4.1	AT1G10430	Athaliana_Araport11	many-to-many
447_948_11098	Migut.12G110000	Mguttatus_var_IM62_v4.1	AT1G69980	Athaliana_Araport11	one-to-one
447_948_7288	Migut.12G110200	Mguttatus_var_IM62_v4.1	AT1G59840	Athaliana_Araport11	one-to-one
447_948_4122	Migut.12G110300	Mguttatus_var_IM62_v4.1	AT1G27200	Athaliana_Araport11	many-to-one
447_948_3626	Migut.12G110400	Mguttatus_var_IM62_v4.1	AT1G71920	Athaliana_Araport11	one-to-many
447_948_3626	Migut.12G110400	Mguttatus_var_IM62_v4.1	AT5G10330	Athaliana_Araport11	one-to-many
447_948_7206	Migut.12G110500	Mguttatus_var_IM62_v4.1	AT1G59850	Athaliana_Araport11	one-to-many
447_948_7206	Migut.12G110500	Mguttatus_var_IM62_v4.1	AT1G27210	Athaliana_Araport11	one-to-many
447_948_319	Migut.12G110700	Mguttatus_var_IM62_v4.1	AT1G70070	Athaliana_Araport11	one-to-one
447_948_3271	Migut.12G110800	Mguttatus_var_IM62_v4.1	AT1G24180	Athaliana_Araport11	many-to-many
447_948_3271	Migut.12G110800	Mguttatus_var_IM62_v4.1	AT1G59900	Athaliana_Araport11	many-to-many
447_948_1174	Migut.12G110900	Mguttatus_var_IM62_v4.1	AT4G33990	Athaliana_Araport11	one-to-one
447_948_4520	Migut.12G111000	Mguttatus_var_IM62_v4.1	AT1G70090	Athaliana_Araport11	many-to-many
447_948_4520	Migut.12G111000	Mguttatus_var_IM62_v4.1	AT1G24170	Athaliana_Araport11	many-to-many
447_948_9503	Migut.12G111100	Mguttatus_var_IM62_v4.1	AT1G10460	Athaliana_Araport11	one-to-one
447_948_10014	Migut.12G111200	Mguttatus_var_IM62_v4.1	AT1G70100	Athaliana_Araport11	one-to-many
447_948_10014	Migut.12G111200	Mguttatus_var_IM62_v4.1	AT1G24160	Athaliana_Araport11	one-to-many
447_948_4451	Migut.12G111300	Mguttatus_var_IM62_v4.1	AT1G24150	Athaliana_Araport11	one-to-many
447_948_4451	Migut.12G111300	Mguttatus_var_IM62_v4.1	AT1G70140	Athaliana_Araport11	one-to-many
447_948_9551	Migut.12G111400	Mguttatus_var_IM62_v4.1	AT1G59940	Athaliana_Araport11	one-to-many
447_948_9551	Migut.12G111400	Mguttatus_var_IM62_v4.1	AT1G10470	Athaliana_Araport11	one-to-many
447_948_5653	Migut.12G111500	Mguttatus_var_IM62_v4.1	AT1G70150	Athaliana_Araport11	one-to-one
447_948_1470	Migut.12G111600	Mguttatus_var_IM62_v4.1	AT1G70160	Athaliana_Araport11	one-to-one
447_948_6938	Migut.12G111700	Mguttatus_var_IM62_v4.1	AT1G59960	Athaliana_Araport11	one-to-many
447_948_6938	Migut.12G111700	Mguttatus_var_IM62_v4.1	AT1G59950	Athaliana_Araport11	one-to-many
447_948_6572	Migut.12G111900	Mguttatus_var_IM62_v4.1	AT1G70170	Athaliana_Araport11	many-to-many
447_948_6572	Migut.12G111900	Mguttatus_var_IM62_v4.1	AT1G24140	Athaliana_Araport11	many-to-many
447_948_10817	Migut.12G112200	Mguttatus_var_IM62_v4.1	AT1G70180	Athaliana_Araport11	one-to-one
447_948_11881	Migut.12G112300	Mguttatus_var_IM62_v4.1	AT1G10480	Athaliana_Araport11	one-to-one
447_948_3956	Migut.12G112400	Mguttatus_var_IM62_v4.1	AT1G24120	Athaliana_Araport11	one-to-one
447_948_6742	Migut.12G112500	Mguttatus_var_IM62_v4.1	AT4G17690	Athaliana_Araport11	one-to-many
447_948_6742	Migut.12G112500	Mguttatus_var_IM62_v4.1	AT5G47000	Athaliana_Araport11	one-to-many
447_948_7975	Migut.12G112700	Mguttatus_var_IM62_v4.1	AT1G10510	Athaliana_Araport11	one-to-one
447_948_5818	Migut.12G112900	Mguttatus_var_IM62_v4.1	AT1G24100	Athaliana_Araport11	one-to-one
447_948_4197	Migut.12G113000	Mguttatus_var_IM62_v4.1	AT1G59990	Athaliana_Araport11	one-to-one
447_948_2879	Migut.12G113100	Mguttatus_var_IM62_v4.1	AT1G10520	Athaliana_Araport11	one-to-one
447_948_10293	Migut.12G113200	Mguttatus_var_IM62_v4.1	AT1G10522	Athaliana_Araport11	one-to-one
447_948_9539	Migut.12G113300	Mguttatus_var_IM62_v4.1	AT1G24095	Athaliana_Araport11	one-to-one
447_948_1131	Migut.12G113400	Mguttatus_var_IM62_v4.1	AT1G50920	Athaliana_Araport11	one-to-one
447_948_9801	Migut.12G113500	Mguttatus_var_IM62_v4.1	AT1G70200	Athaliana_Araport11	one-to-one
447_948_8324	Migut.12G113600	Mguttatus_var_IM62_v4.1	AT1G70210	Athaliana_Araport11	many-to-one
447_948_10454	Migut.12G113700	Mguttatus_var_IM62_v4.1	AT1G60010	Athaliana_Araport11	many-to-many
447_948_10454	Migut.12G113700	Mguttatus_var_IM62_v4.1	AT1G10530	Athaliana_Araport11	many-to-many
447_948_1711	Migut.12G113800	Mguttatus_var_IM62_v4.1	AT1G60030	Athaliana_Araport11	one-to-one
447_948_8501	Migut.12G113900	Mguttatus_var_IM62_v4.1	AT1G24040	Athaliana_Araport11	one-to-one
447_948_4458	Migut.12G114000	Mguttatus_var_IM62_v4.1	AT1G24030	Athaliana_Araport11	one-to-one
447_948_10961	Migut.12G114100	Mguttatus_var_IM62_v4.1	AT1G24020	Athaliana_Araport11	one-to-one
447_948_6265	Migut.12G114200	Mguttatus_var_IM62_v4.1	AT1G60060	Athaliana_Araport11	one-to-one
447_948_558	Migut.12G114600	Mguttatus_var_IM62_v4.1	AT1G60070	Athaliana_Araport11	many-to-one
447_948_9087	Migut.12G114700	Mguttatus_var_IM62_v4.1	AT1G23890	Athaliana_Araport11	one-to-one
447_948_4271	Migut.12G114800	Mguttatus_var_IM62_v4.1	AT1G23880	Athaliana_Araport11	one-to-many
447_948_4271	Migut.12G114800	Mguttatus_var_IM62_v4.1	AT1G70280	Athaliana_Araport11	one-to-many
447_948_496	Migut.12G114900	Mguttatus_var_IM62_v4.1	AT1G60140	Athaliana_Araport11	many-to-one
447_948_729	Migut.12G115200	Mguttatus_var_IM62_v4.1	AT1G70300	Athaliana_Araport11	many-to-one
447_948_637	Migut.12G115300	Mguttatus_var_IM62_v4.1	AT1G60160	Athaliana_Araport11	one-to-one
447_948_4481	Migut.12G115400	Mguttatus_var_IM62_v4.1	AT1G70310	Athaliana_Araport11	many-to-many
447_948_4481	Migut.12G115400	Mguttatus_var_IM62_v4.1	AT1G23820	Athaliana_Araport11	many-to-many
447_948_7345	Migut.12G115500	Mguttatus_var_IM62_v4.1	AT1G74120	Athaliana_Araport11	one-to-one
447_948_6888	Migut.12G115600	Mguttatus_var_IM62_v4.1	AT5G23310	Athaliana_Araport11	one-to-one
447_948_8583	Migut.12G115700	Mguttatus_var_IM62_v4.1	AT5G08335	Athaliana_Araport11	many-to-many
447_948_8583	Migut.12G115700	Mguttatus_var_IM62_v4.1	AT5G23320	Athaliana_Araport11	many-to-many
447_948_1504	Migut.12G115800	Mguttatus_var_IM62_v4.1	AT1G23800	Athaliana_Araport11	many-to-one
447_948_4593	Migut.12G116000	Mguttatus_var_IM62_v4.1	AT1G70330	Athaliana_Araport11	one-to-one
447_948_664	Migut.12G116100	Mguttatus_var_IM62_v4.1	AT3G01460	Athaliana_Araport11	one-to-one
447_948_5384	Migut.12G116200	Mguttatus_var_IM62_v4.1	AT1G60200	Athaliana_Araport11	one-to-one
447_948_7336	Migut.12G116300	Mguttatus_var_IM62_v4.1	AT1G60220	Athaliana_Araport11	one-to-many
447_948_7336	Migut.12G116300	Mguttatus_var_IM62_v4.1	AT1G10570	Athaliana_Araport11	one-to-many
447_948_3941	Migut.12G116600	Mguttatus_var_IM62_v4.1	AT1G60230	Athaliana_Araport11	one-to-one
447_948_1436	Migut.12G116700	Mguttatus_var_IM62_v4.1	AT1G10580	Athaliana_Araport11	one-to-one
447_948_10554	Migut.12G116800	Mguttatus_var_IM62_v4.1	AT3G12345	Athaliana_Araport11	one-to-one
447_948_5290	Migut.12G116900	Mguttatus_var_IM62_v4.1	AT1G70340	Athaliana_Araport11	one-to-many
447_948_5290	Migut.12G116900	Mguttatus_var_IM62_v4.1	AT1G23790	Athaliana_Araport11	one-to-many
447_948_4427	Migut.12G117000	Mguttatus_var_IM62_v4.1	AT5G45190	Athaliana_Araport11	many-to-many
447_948_4427	Migut.12G117000	Mguttatus_var_IM62_v4.1	AT4G19600	Athaliana_Araport11	many-to-many
447_948_5774	Migut.12G117100	Mguttatus_var_IM62_v4.1	AT1G70370	Athaliana_Araport11	many-to-many
447_948_5774	Migut.12G117100	Mguttatus_var_IM62_v4.1	AT1G23760	Athaliana_Araport11	many-to-many
447_948_4836	Migut.12G117300	Mguttatus_var_IM62_v4.1	AT1G23740	Athaliana_Araport11	one-to-one
447_948_7514	Migut.12G117400	Mguttatus_var_IM62_v4.1	AT1G70480	Athaliana_Araport11	one-to-one
447_948_9447	Migut.12G117800	Mguttatus_var_IM62_v4.1	AT1G70440	Athaliana_Araport11	one-to-many
447_948_9447	Migut.12G117800	Mguttatus_var_IM62_v4.1	AT1G23550	Athaliana_Araport11	one-to-many
447_948_10375	Migut.12G117900	Mguttatus_var_IM62_v4.1	AT1G70420	Athaliana_Araport11	many-to-many
447_948_10375	Migut.12G117900	Mguttatus_var_IM62_v4.1	AT1G23710	Athaliana_Araport11	many-to-many
447_948_5195	Migut.12G118000	Mguttatus_var_IM62_v4.1	AT1G60440	Athaliana_Araport11	one-to-one
447_948_4453	Migut.12G118100	Mguttatus_var_IM62_v4.1	AT1G60470	Athaliana_Araport11	many-to-one
447_948_7191	Migut.12G118200	Mguttatus_var_IM62_v4.1	AT1G70490	Athaliana_Araport11	many-to-many
447_948_7191	Migut.12G118200	Mguttatus_var_IM62_v4.1	AT5G14670	Athaliana_Araport11	many-to-many
447_948_7191	Migut.12G118200	Mguttatus_var_IM62_v4.1	AT1G23490	Athaliana_Araport11	many-to-many
447_948_3078	Migut.12G118300	Mguttatus_var_IM62_v4.1	AT1G10640	Athaliana_Araport11	many-to-many
447_948_3078	Migut.12G118300	Mguttatus_var_IM62_v4.1	AT1G60590	Athaliana_Araport11	many-to-many
447_948_8474	Migut.12G118600	Mguttatus_var_IM62_v4.1	AT1G10650	Athaliana_Araport11	one-to-many
447_948_8474	Migut.12G118600	Mguttatus_var_IM62_v4.1	AT1G60610	Athaliana_Araport11	one-to-many
447_948_11013	Migut.12G118700	Mguttatus_var_IM62_v4.1	AT1G23420	Athaliana_Araport11	one-to-one
447_948_7440	Migut.12G118800	Mguttatus_var_IM62_v4.1	AT1G10660	Athaliana_Araport11	many-to-one
447_948_7404	Migut.12G118900	Mguttatus_var_IM62_v4.1	AT2G18770	Athaliana_Araport11	one-to-many
447_948_7404	Migut.12G118900	Mguttatus_var_IM62_v4.1	AT5G05670	Athaliana_Araport11	one-to-many
447_948_2500	Migut.12G119000	Mguttatus_var_IM62_v4.1	AT1G60810	Athaliana_Araport11	one-to-many
447_948_2500	Migut.12G119000	Mguttatus_var_IM62_v4.1	AT1G10670	Athaliana_Araport11	one-to-many
447_948_9038	Migut.12G119100	Mguttatus_var_IM62_v4.1	AT1G23390	Athaliana_Araport11	one-to-one
447_948_2311	Migut.12G119200	Mguttatus_var_IM62_v4.1	AT1G60800	Athaliana_Araport11	one-to-one
447_948_3637	Migut.12G119300	Mguttatus_var_IM62_v4.1	AT1G60790	Athaliana_Araport11	one-to-one
447_948_1960	Migut.12G119500	Mguttatus_var_IM62_v4.1	AT1G70520	Athaliana_Araport11	many-to-one
447_948_2662	Migut.12G119600	Mguttatus_var_IM62_v4.1	AT1G12940	Athaliana_Araport11	many-to-one
447_948_12241	Migut.12G119700	Mguttatus_var_IM62_v4.1	AT1G23350	Athaliana_Araport11	many-to-many
447_948_12241	Migut.12G119700	Mguttatus_var_IM62_v4.1	AT1G70540	Athaliana_Araport11	many-to-many
447_948_2662	Migut.12G119900	Mguttatus_var_IM62_v4.1	AT1G12940	Athaliana_Araport11	many-to-one
447_948_2662	Migut.12G120000	Mguttatus_var_IM62_v4.1	AT1G12940	Athaliana_Araport11	many-to-one
447_948_2662	Migut.12G120100	Mguttatus_var_IM62_v4.1	AT1G12940	Athaliana_Araport11	many-to-one
447_948_172	Migut.12G120200	Mguttatus_var_IM62_v4.1	AT1G10760	Athaliana_Araport11	one-to-one
447_948_3318	Migut.12G120300	Mguttatus_var_IM62_v4.1	AT1G10750	Athaliana_Araport11	one-to-one
447_948_2117	Migut.12G120500	Mguttatus_var_IM62_v4.1	AT1G60780	Athaliana_Araport11	one-to-one
447_948_1543	Migut.12G120800	Mguttatus_var_IM62_v4.1	AT1G70580	Athaliana_Araport11	one-to-many
447_948_1543	Migut.12G120800	Mguttatus_var_IM62_v4.1	AT1G23310	Athaliana_Araport11	one-to-many
447_948_1409	Migut.12G120900	Mguttatus_var_IM62_v4.1	AT1G26370	Athaliana_Araport11	one-to-one
447_948_8172	Migut.12G121000	Mguttatus_var_IM62_v4.1	AT1G70590	Athaliana_Araport11	many-to-one
447_948_3309	Migut.12G121100	Mguttatus_var_IM62_v4.1	AT3G26600	Athaliana_Araport11	many-to-one
447_948_9444	Migut.12G121200	Mguttatus_var_IM62_v4.1	AT4G29670	Athaliana_Araport11	one-to-many
447_948_9444	Migut.12G121200	Mguttatus_var_IM62_v4.1	AT4G26160	Athaliana_Araport11	one-to-many
447_948_818	Migut.12G121400	Mguttatus_var_IM62_v4.1	AT2G26650	Athaliana_Araport11	many-to-one
447_948_10331	Migut.12G121500	Mguttatus_var_IM62_v4.1	AT5G56850	Athaliana_Araport11	one-to-one
447_948_11129	Migut.12G121600	Mguttatus_var_IM62_v4.1	AT4G26150	Athaliana_Araport11	many-to-many
447_948_11129	Migut.12G121600	Mguttatus_var_IM62_v4.1	AT5G56860	Athaliana_Araport11	many-to-many
447_948_4258	Migut.12G121800	Mguttatus_var_IM62_v4.1	AT4G29720	Athaliana_Araport11	many-to-one
447_948_3058	Migut.12G121900	Mguttatus_var_IM62_v4.1	AT2G19520	Athaliana_Araport11	one-to-many
447_948_3058	Migut.12G121900	Mguttatus_var_IM62_v4.1	AT4G29730	Athaliana_Araport11	one-to-many
447_948_11690	Migut.12G122000	Mguttatus_var_IM62_v4.1	AT4G29735	Athaliana_Araport11	one-to-one
447_948_2970	Migut.12G122100	Mguttatus_var_IM62_v4.1	AT5G15710	Athaliana_Araport11	one-to-one
447_948_2080	Migut.12G122200	Mguttatus_var_IM62_v4.1	AT5G56890	Athaliana_Araport11	one-to-one
447_948_2509	Migut.12G122300	Mguttatus_var_IM62_v4.1	AT5G56900	Athaliana_Araport11	one-to-one
447_948_8181	Migut.12G122400	Mguttatus_var_IM62_v4.1	AT5G11900	Athaliana_Araport11	one-to-one
447_948_7654	Migut.12G122600	Mguttatus_var_IM62_v4.1	AT3G47590	Athaliana_Araport11	many-to-many
447_948_7654	Migut.12G122600	Mguttatus_var_IM62_v4.1	AT1G29840	Athaliana_Araport11	many-to-many
447_948_7654	Migut.12G122600	Mguttatus_var_IM62_v4.1	AT2G19550	Athaliana_Araport11	many-to-many
447_948_7654	Migut.12G122600	Mguttatus_var_IM62_v4.1	AT3G47560	Athaliana_Araport11	many-to-many
447_948_3938	Migut.12G122800	Mguttatus_var_IM62_v4.1	AT2G19490	Athaliana_Araport11	many-to-one
447_948_5240	Migut.12G122900	Mguttatus_var_IM62_v4.1	AT2G19480	Athaliana_Araport11	one-to-many
447_948_5240	Migut.12G122900	Mguttatus_var_IM62_v4.1	AT4G26110	Athaliana_Araport11	one-to-many
447_948_5240	Migut.12G122900	Mguttatus_var_IM62_v4.1	AT5G56950	Athaliana_Araport11	one-to-many
